ID,title,author,numAuthors,binding,publisher,isbn,pubYear,pubMonth,pubDay,pages,volume,lang,editionDescr
4838,Conversation Book - English in Everyday Life,"Fotinos, Sandras Douglas Carver, Tina Kasloff",2,Paperback,Pearson Education,9780137281145,1997,2,16,282,22,ENG,
4839,Programming the Timex-Sinclair 2000,"Gee, S. M.",1,Trade Cloth,Prentice-Hall,9780137295821,1983,,,144,,ENG,
4840,Programmer's ANSI COBOL Reference Manual,"Sordillo, Donald A.",1,Trade Cloth,Prentice Hall PTR,9780137296330,1989,1,,416,,ENG,
4841,Programming Microprocessor Interface for Control and Instrumentation,"Andrews, Michael",1,Trade Cloth,Prentice Hall PTR,9780137299966,1981,1,,368,,ENG,
4842,Psychology of Adjustment,"Atwater, W. Eastwood",1,Paperback,Prentice Hall PTR,9780137321575,1989,0,,448,,ENG,
4843,Psychology of Motor Learning,"Oxendine, Joseph B.",1,Trade Cloth,Prentice Hall PTR,9780137366033,1983,2,,352,,ENG,
4844,Putting Computer Power in Schools : A Step-by-Step Approach,"Patterson, Janice H. Patterson, Jerry L.",2,Paperback,Prentice Hall PTR,9780137444670,1983,8,,227,,ENG,
4845,Puzzles for Geniuses,"Pritchard, David",1,Trade Cloth,Prentice Hall PTR,9780137446087,1984,8,,160,,ENG,
4846,Design of Digital Systems,Moss,1,Paperback,Prentice Hall PTR,9780137458943,1997,6,,352,,ENG,Lab Manual
4847,Quantitative System Performance : Computer System Analysis Using Queueing Network Models,"Zahorjan, John Graham, G. Scott Sevcik, Kenneth Lazowska, Edward D.",4,Trade Cloth,Prentice Hall PTR,9780137469758,1983,2,,417,,ENG,
4848,Quantum States and Processes,"Duffey, George H.",1,Trade Cloth,Prentice Hall PTR,9780137470563,1991,7,,464,,ENG,
4849,Evaporative Air Conditioning,"Watt, John R.",1,Trade Cloth,Prentice Hall PTR,9780137485192,1997,7,16,524,,ENG,
4850,Racing with Cornelius Shields and the Masters,"Shields, Cornelius",1,Trade Cloth,Prentice-Hall,9780137502240,1974,,,"xvi, 352",,ENG,
4851,Camp Fisherman East,Rand McNally Staff,1,Trade Cloth,Alpha Books,9780137505302,1988,2,,,,ENG,
4852,Business Essentials,"Ebert, Ronald J.",1,Trade Cloth,Prentice Hall PTR,9780137517107,1997,8,,560,,ENG,
4853,Reading for the Love of It : Best Books for Young Readers,"Landsberg, Michele",1,Paperback,Prentice Hall PTR,9780137551255,1989,6,,272,,ENG,
4854,Calculus Using Derive,Edwards,1,Trade Cloth,Prentice Hall PTR,9780137578245,1998,1,,,,ENG,
4855,African-American Odyssey to 1877,"Hine, Darlene Clark",1,Paperback,Prentice Hall PTR,9780137588220,1999,1,03,349,1,ENG,
4856,Readings in Managerial Economics,"Palda, Kristian S.",1,Trade Cloth,Prentice-Hall,9780137599516,1973,,,"xiii, 320",,ENG,
4857,Real Estate Brokerage Management,Linderman,1,Trade Cloth,Prentice Hall PTR,9780137624690,1988,3,,,,ENG,
4858,Real Estate Principles and Practices : Study Questions and Problems,"Bible, Douglas S.",1,Paperback,Prentice Hall PTR,9780137660070,1985,4,,192,,ENG,
4859,"Business in Government and Society : Ethical, International Decision-Making","Maidment, Frederick Eldridge, William",2,Trade Cloth,Prentice Hall PTR,9780137692170,1999,1,02,378,,ENG,
4860,Relational Data Base Management : A Systems Programming Approach,"Papazoglou, M. Valder, W.",2,Paperback,Prentice Hall PTR,9780137718740,1989,,,555,,ENG,
4861,Electrician Trainee,NCCER Staff,1,Ringbound,Prentice Hall PTR,9780137721535,1998,6,,,1,ENG,Revised
4862,Religion in Society : A Sociology of Religion,"Johnstone, Ronald L.",1,Trade Cloth,Prentice Hall PTR,9780137730773,1983,1,,320,,ENG,
4863,Research Methods,"Dominowski, Roger L.",1,Trade Cloth,Prentice Hall PTR,9780137743155,1980,1,,"viii, 390",,ENG,
4864,Retailing,"Diamond, Jay Pintel, Gerald",2,Trade Cloth,Prentice Hall PTR,9780137753628,1991,1,,544,,ENG,
4865,Internet for 50+ : The Complete Guide for Every Canadian over Fifty,"Dagys, Andrew",1,Paperback,Prentice Hall PTR,9780137764020,1997,1,,1,,ENG,
4866,Interviewing Skills and Applications,"Hoehn, Lilburn P. Sayer, James E.",2,Paperback,"Allyn & Bacon, Incorporated",9780137775743,1993,9,,208,,ENG,
4867,Ring Around the Moon,"Fowke, Edith",1,Trade Cloth,Prentice-Hall,9780137812523,1977,2,,,,ENG,
4868,Robert Collier Letter Book,"Collier, Robert",1,Trade Cloth,"Collier Publications, Incorporated, Robert",9780137815005,1981,1,,,,ENG,
4869,Role Playing in the Curriculum,"Shaftel, George Shaftel, Fannie R.",2,Trade Cloth,Prentice Hall PTR,9780137824823,1981,1,,464,,ENG,
4870,"Good Value France, 1988",,0,Paperback,Prentice Hall Books,9780137833900,1988,4,,304,,ENG,Revised
4871,Schools Within a School Program,"Ramsey, Robert D.",1,Trade Cloth,Prentice-Hall,9780137940998,1967,,,,,ENG,
4872,Science for Language Learners,"Quinn, Mary E. Fathman, Ann K.",2,Paperback,Prentice Hall PTR,9780137946600,1988,0,,200,,ENG,
4873,Lip Balm,Prentice-Hall Staff,1,Trade Cloth,Prentice Hall (School Division),9780138003760,,,,,,ENG,
4874,Study Guide for Microeconomics : Theory and Applications with Calculus,"Mason, Charles M. Whaples, Robert M. Stone, Leonie M.",3,Paperback,Prentice Hall PTR,9780138008857,2010,9,02,416,,ENG,
4875,Maternal and Child Nursing,"Ladewig, Patricia W. Bindler, Ruth C. London, Marcia L. Ball, Jane W. Cowen, Kay J.",5,"""Print, Other""",Prentice Hall PTR,9780138016418,2010,6,09,,,ENG,New Edition
4876,"Prentice Hall World Geography : A Global Perspective, 1995",World Geography Staff,1,Trade Cloth,Prentice Hall (School Division),9780138028695,1995,,,,,ENG,Teacher's Edition of Textbook
4877,Biology,"Levine, Joseph Miller, Kenneth",2,Trade Cloth,Prentice Hall (School Division),9780138030735,2002,,,,,ENG,Lab Manual
4878,Shell France,Baedeker Staff,1,Paperback,Prentice Hall PTR,9780138085445,1984,4,,,,ENG,
4879,Simon and Schuster Handbook for Writers,"Gordon, Emily R. Troyka, Lynn Quitman Dobie, Ann B.",3,Trade Cloth,Prentice Hall PTR,9780138095185,1990,,,"v, 41",,ENG,
4880,Silkscreening,"Termini, Maria",1,Trade Cloth,Prentice-Hall,9780138099961,1978,2,,"x, 182",,ENG,
4881,Signal : Hitler's Wartime Picture Magazine,,0,Trade Cloth,Prentice-Hall,9780138100513,1976,3,,,,ENG,
4882,Simon and Schuster Handbook for Writers,"Troyka, Lynn Quitman",1,Paperback,Prentice-Hall,9780138104337,1987,,,,,ENG,
4883,Simple Art of Vietnamese Cooking,"Kiesel, Marcia Duong, Binh",2,Trade Cloth,Prentice Hall PTR,9780138121242,1991,1,,384,,ENG,
4884,Simon and Schuster Handbook for Writers,"Troyka, Lynn Q.",1,Trade Cloth,Prentice Hall PTR,9780138137670,1992,2,,864,,ENG,
4885,Smokey the Shark and Other Fishy Tales,"Keller, Charles",1,Trade Cloth,Prentice Hall PTR,9780138146900,1984,8,,48,,ENG,
4886,SNA : IBM's Networking Solution,"Chapman, Kathleen K. Martin, James",2,Trade Cloth,Prentice Hall PTR,9780138151430,1987,3,,384,,ENG,
4887,Study Guide for Business Communication Today,"Bov�e, Courtland L.",1,Paperback,Prentice Hall PTR,9780138155094,2009,7,30,300,,ENG,
4888,Probation&parole : Theory&prac&mycrimekit Pk,"Abadinsky Abadinsky, Howard",2,Mixed Media,Prentice Hall PTR,9780138158354,2008,8,05,,,ENG,
4889,Social Issues in Technology : A Format for Investigation,"Alcorn, Paul A.",1,Trade Cloth,Prentice Hall PTR,9780138159290,1985,0,,240,,ENG,
4890,Soils and Foundations,"Evett, Jack B. Liu, Cheng",2,Trade Cloth,Prentice Hall PTR,9780138161828,1991,8,,464,,ENG,
4891,Software Engineering : A Systems Perspective,"Hambling, Brian",1,Paperback,Prentice Hall PTR,9780138197155,1994,3,,,,ENG,
4892,"Someone's Praying, Lord",,0,Trade Cloth,Prentice-Hall,9780138220563,1970,,,"xiii, 257",,ENG,
4893,So You Are Thinking about a Small Business Computer,"Canning, R. G. Leeper, N. C.",2,Trade Cloth,Prentice-Hall,9780138236250,1982,9,,203,,ENG,
4894,Soviet Union,"Medish, Vadim",1,Paperback,Prentice Hall PTR,9780138240202,1990,1,,368,,ENG,
4895,Statistics for Business and Economics,McClave,1,Trade Cloth,Prentice Hall PTR,9780138402655,1997,1,,,,ENG,
4896,Staged Cascades in Chemical Processing,"Brian, P. L.",1,Trade Cloth,Prentice Hall PTR,9780138402808,1972,4,,272,,ENG,
4897,Star Sight : Visions of the Future,"Garlan, Patricia Wallace Pike, Dyan Howell Dunstan, Maryjane",3,Trade Cloth,Prentice-Hall,9780138405618,1977,,,"xi, 388",,ENG,
4898,Power 3D : High Speed Graphics in Windows 95-NT,"Lussier, Kyle",1,CD/Spoken Word,Prentice Hall PTR,9780138412142,1997,6,,550,,ENG,
4899,Standard Real Estate Appraising Manual,"Barash, Samuel T.",1,Trade Cloth,Prentice-Hall,9780138424015,1979,,,364,,ENG,
4900,Statistic by Calculator,"Barr, Donald Roy Zehna, Peter W.",2,Trade Cloth,Alpha Books,9780138448295,1982,1,,,,ENG,
4901,Microsoft BackOffice System Management,"Spencer, Kenneth L. Techknowquest Inc. Staff",2,CD/Spoken Word,Prentice Hall PTR,9780138480523,1998,9,09,350,,ENG,
4902,Story of a Round Loaf,"Froment, E.",1,Trade Cloth,Prentice-Hall,9780138508340,1979,,,,,ENG,
4903,Strategic Management and Policy : Concepts and Cases,"Stephens, David B. Judd, Richard J. Justis, Robert T.",3,Trade Cloth,Prentice Hall PTR,9780138513535,1985,3,,816,,ENG,
4904,Strategic Minerals Vol. I : Major Mineral Exporting Regions of the World,"Van Rensburg, W. C.",1,Trade Cloth,Prentice Hall PTR,9780138513870,1985,6,,720,,ENG,
4905,Strategies for Successful Writing : A Rhetoric and Reader,"Hart, Andrew W. Reinking, James A.",2,Paperback,Prentice Hall PTR,9780138520212,1990,2,,576,,ENG,
4906,Structured Techniques for Computing,"Martin, James McClure, Carma L.",2,Trade Cloth,Prentice Hall PTR,9780138551803,1985,5,,736,,ENG,
4907,Learning and Behavior,"Mazur, James",1,Trade Cloth,Prentice Hall PTR,9780138575663,1997,7,15,433,,ENG,
4908,Subordinating the Poor : Welfare and American Beliefs,"Feagin, Joe R.",1,Paperback,Prentice-Hall,9780138591328,1975,4,,192,,ENG,
4909,Modern Electronic Communication,"Oliver, M. J.",1,Paperback,Prentice Hall PTR,9780138609177,1998,8,,288,,ENG,Lab Manual
4910,Supervision : The Art of Management,"Halloran, Jack",1,Trade Cloth,Prentice Hall PTR,9780138762766,1981,,,"xi, 531",,ENG,
4911,Cases in Systems Analysis and Design,"Kendall, Kenneth E. Kendall, Julie E.",2,Paperback,Prentice Hall PTR,9780138802950,1988,8,,200,,ENG,
4912,System Dynamics,"Ogata, Katsuhiko",1,Trade Cloth,Prentice Hall PTR,9780138803858,1978,4,,"xi, 596",,ENG,
4913,Taming Your Turmoil : Managing the Transitions of Adult Life,"Hayes, John P. Brill, Peter L.",2,Trade Cloth,Prentice-Hall,9780138844455,1981,6,,256,,ENG,
4914,Tax Return Preparer's Liability,"London, Barry Ritholz, Jules",2,Trade Cloth,Prentice Hall PTR,9780138852528,1985,1,,,,ENG,
4915,"Tax Tactics Handbook : The Aggressive Tax Planner's Guide to IRS Audit Techniques, Audit Triggers, and Tax Savings Opportunities","Guyette, Ralph L.",1,Trade Cloth,Prentice-Hall,9780138868055,1985,,,380,,ENG,
4916,Teachers' Arts and Crafts Workshop,,0,Trade Cloth,Prentice Hall PTR,9780138881238,1999,2,,,,ENG,
4917,Multicultural Education,Gollnick,1,Paperback,Prentice Hall PTR,9780138882235,1997,1,,80,,ENG,
4918,Lifetime Encyclopedia of Letters,"Meyer, Harold E.",1,Paperback,Prentice Hall Press,9780138948740,1997,2,19,464,,ENG,Revised
4919,Mathematical Primer on Groundwater Flow : An Introduction to the Mathematicaland Physical Concepts of Saturated Flow in the Subsurface,"Hermance, John F.",1,Paperback,Prentice Hall PTR,9780138964993,1998,7,30,230,,ENG,
4920,Textiles Study Guide,"Holloman, Lillian O.",1,Paperback,Prentice Hall PTR,9780139043277,1991,8,,144,,ENG,
4921,Essence of Professional Issues in Computing,"Ayres, Robert",1,Paperback,Prentice Hall PTR,9780139087400,1998,1,,232,,ENG,
4922,Industrial Painting Trainee Guide,NCCER Staff,1,Paperback,Prentice Hall PTR,9780139101007,1998,2,,770,,ENG,
4923,Therapeutic Psychology : Fundamentals of Counseling and Psychotherapy,"Brammer, Lawrence M. Shostrum, Everett L.",2,Trade Cloth,Prentice Hall PTR,9780139146220,1977,1,,"xi, 476",,ENG,
4924,Management,Robbins Coulter,2,Paperback,Prentice Hall PTR,9780139215940,1998,8,,,,ENG,Student Edition of Textbook
4925,Time Well Spent,"Kraehmer, Steffen T.",1,Trade Cloth,Prentice Hall Books,9780139218347,1990,9,,192,,ENG,
4926,Timothy and the Night Noises,"Dinardo, Jeffrey",1,Trade Cloth,Prentice Hall PTR,9780139220487,1986,0,,32,,ENG,
4927,Managemt Information Systems : New Approaches to Organization and Technology,,0,Trade Cloth,Prentice Hall PTR,9780139227172,1998,1,,,,ENG,
4928,Too Funny for Words : Gesture Jokes for Children,,0,Trade Cloth,Prentice Hall PTR,9780139250576,1973,,,,,ENG,
4929,Traffic Management and Collision Investigation,"Clark, Warren E.",1,Trade Cloth,Prentice Hall PTR,9780139261626,1996,8,12,352,,ENG,
4930,Tax Reform Act of 1986,United States Congress Staff,1,Trade Cloth,West,9780139263958,1987,0,,,,ENG,
4931,Treasury of Winning Basketball Tips,"Samaras, Bob",1,Trade Cloth,Prentice Hall PTR,9780139301995,1984,2,,247,,ENG,
4932,Turbo Pascal for the Mac : A Quick Path to Programming Power,"Zeldin, Alan Goodman, Paul",2,Paperback,Brady Publishing,9780139330117,1987,1,,400,,ENG,
4933,UNIX System V Release 4 Network User's,"Vedral, Koyce L. AT&T Staff",2,Paperback,Prentice Hall PTR,9780139338137,1990,4,,832,,ENG,Student Edition of Textbook
4934,Materialtool,"Wr�blewski, Andrzej Vanka, Suryanarayana",2,CD/Spoken Word,Prentice Hall PTR,9780139343162,1998,2,11,,,ENG,
4935,Understanding and Troubleshooting the Microprocessors,"Coffron, James W.",1,Trade Cloth,Prentice Hall PTR,9780139366253,1980,1,,"xi, 338",,ENG,
4936,Ungraded Middle School,"McCarthy, Robert J.",1,Trade Cloth,Prentice Hall PTR,9780139373268,1972,,,225,,ENG,
4937,UNIX Reference Guide,McNulty Development Incorporated Staff,1,Trade Cloth,Prentice Hall PTR,9780139389528,1986,2,,100,,ENG,
4938,Using Computer Color Effectively : An Illustrated Reference to Computer Color Interface,"Thorell, Lisa G. Smith, Wanda J.",2,Paperback,Prentice Hall PTR,9780139398520,1989,1,,224,,ENG,
4939,Twentieth Century Interpretations of Vanity Fair,,0,Paperback,Prentice-Hall,9780139403873,1969,9,,,,ENG,
4940,Twentieth Century Interpretations of Vanity Fair,,0,Trade Cloth,Prentice-Hall,9780139403958,1969,9,,"iv, 123",,ENG,
4941,Voices That Endured : The Great Books and the Active Life,"Barr, Stringfellow",1,Trade Cloth,Prentice-Hall,9780139437380,1971,,,214,,ENG,
4942,Water Fun : Swimming Instruction and Water Games for the Whole Family,"Miner, Maryalice F.",1,Paperback,Prentice-Hall,9780139458163,1980,5,,,,ENG,
4943,Entrepreneurship,Coulter,1,Paperback,Prentice Hall PTR,9780139461125,2000,8,,,,ENG,Teacher's Edition of Textbook
4944,Webster's New World Student Writing Handbook,"Sorenson, Sharon",1,Trade Cloth,Simon & Schuster,9780139478390,1988,7,,496,,ENG,
4945,Victoria and Albert : Life at Osborne House,"Stoney, Benita Ferguson, Sarah",2,Trade Cloth,Simon & Schuster,9780139508820,1991,0,,208,,ENG,
4946,What Is Linguistics?,"Elgin, Suzette Haden",1,Trade Cloth,Prentice-Hall,9780139523908,1973,,,"xv, 125",,ENG,
4947,Understanding DOS 5,"Campbell, Mary",1,Paperback,Prentice Hall PTR,9780139535482,1992,6,,300,,ENG,
4948,What's the Score? : Sports Jokes,"Keller, Charles",1,Trade Cloth,Prentice-Hall,9780139550218,1981,0,,,,ENG,
4949,Reaching Your Full Potential : Success in College and Life,"Brown, James Brown, Willie C.",2,Paperback,Prentice Hall PTR,9780139568145,1998,7,21,432,,ENG,
4950,William Tecumseh Sherman : Defender of the Union,"Blassingame, W.",1,Library Binding,Prentice-Hall,9780139597596,1982,7,,,,ENG,
4951,Winning Government Contracts : A Complete 27 Step Guide for Small Businesses,"Chappe, Eli",1,Trade Cloth,Prentice Hall PTR,9780139609985,1984,4,,266,,ENG,Reprint
4952,Winning Your Campaign : A Nuts-And-Bolts Guide to Political Victory,"Parkinson, Hank",1,Trade Cloth,Prentice-Hall,9780139613593,1970,,,207,,ENG,
4953,WordStar Simplified for the IBM Personal Computer,"Cassel, Don",1,Trade Cloth,Prentice Hall PTR,9780139636202,1984,6,,160,,ENG,
4954,Career Applications for Word Processing,"Custer, Patricia A.",1,Paperback,Prentice Hall PTR,9780139638022,1992,4,,288,,ENG,
4955,Legal Word Processing Exercises,"Muehlman-Shortt, Sandra",1,Paperback,Pearson Education,9780139645457,1997,2,16,192,,ENG,
4956,WordPerfect 5.1 Applications for Business Students,"Peacock, Peter",1,Paperback,Prentice Hall PTR,9780139647192,1991,5,,336,,ENG,
4957,Writers Workbook A : Form D,"Lee, D. Leggett, Glenn H.",2,Paperback,Prentice Hall PTR,9780139700873,1967,,,,,ENG,
4958,Yoga Secrets for Extraordinary Health and Long Life,"Young, Frank R.",1,Trade Cloth,Prentice-Hall,9780139724480,1976,4,,,,ENG,
4959,ISDN and Broadband ISDN with Frame Relay and ATM,"Stallings, William",1,Paperback,Prentice Hall PTR,9780139737442,1998,0,15,542,,ENG,
4960,Chemical Treatment of Cooling Water,"Mathie, Alton J.",1,Paperback,Prentice Hall PTR,9780139751868,1998,8,25,182,,ENG,
4961,Your Energy Efficient Home : Improvements to Save Utility Dollars,"Hickok, Floyd",1,Paperback,Prentice-Hall,9780139783043,1983,1,,,,ENG,
4962,Raffles,,0,Paperback,Penguin Group (USA) Incorporated,9780140000634,1976,8,26,280,,ENG,
4963,Love Lies Bleeding,"Crispin, Edmund",1,Paperback,Penguin Group (USA) Incorporated,9780140009743,1982,7,29,,,ENG,
4964,Riders in the Chariot,"White, Patrick",1,Paperback,Penguin Group (USA) Incorporated,9780140021851,1985,6,04,496,,ENG,
4965,Spanish Short Stories 2 : Parallel Text,"Lawaetz, Gudie",1,UK-B Format Paperback,Penguin Group (USA) Incorporated,9780140033786,1993,2,02,208,2,"ENG,SPA",Revised
4966,Climb to the Lost World,"MacInnes, Hamish",1,Paperback,Penguin Group (USA) Incorporated,9780140034448,1976,8,26,240,,ENG,
4967,"Vienna, 1900 : Games with Love and Death","Schnitzler, Arthur",1,Paperback,Penguin Group (USA) Incorporated,9780140037593,1974,0,30,365,,ENG,
4968,"To Teach, to Love","Stuart, Jesse",1,Paperback,Penguin Group (USA) Incorporated,9780140037630,1973,0,30,,,ENG,
4969,Gimme Something,"Wood, Jane",1,Paperback,Penguin Group (USA) Incorporated,9780140037654,1973,2,30,,,ENG,
4970,Season on the Plain,"Russell, Franklin",1,Paperback,Penguin Group (USA) Incorporated,9780140040227,1975,5,30,320,,ENG,
4971,Shadow of the Winter Palace,"Crankshaw, Edward",1,Paperback,Penguin Group (USA) Incorporated,9780140046229,1978,1,30,512,,ENG,
4972,Home to Roost,"Garve, Andrew",1,Paperback,Penguin Group (USA) Incorporated,9780140047417,1978,2,23,182,,ENG,
4973,Sleeping Car Murders,"Japrisot, Sebastien",1,Paperback,Penguin Group (USA) Incorporated,9780140049923,1978,2,14,181,,ENG,
4974,Lloyd's of London : A Reputation at Risk,"Hodgson, Godfrey",1,Paperback,Penguin Group (USA) Incorporated,9780140056464,1987,1,06,416,,ENG,Revised
4975,Adventures of Sherlock Holmes,"Doyle, Arthur Conan",1,Paperback,Penguin Group (USA) Incorporated,9780140057249,1981,9,24,288,,ENG,
4976,Sweet Adelaide,"Symons, Julian",1,Paperback,Penguin Group (USA) Incorporated,9780140057928,1981,0,29,384,,ENG,
4977,Getting It Right,"Howard, Elizabeth J.",1,UK- A Format Paperback,Penguin Group (USA) Incorporated,9780140064773,1984,5,01,1,,ENG,
4978,Countdown Zero,"Kelly, Orville E. Saffer, Thomas H.",2,Paperback,Penguin Group (USA) Incorporated,9780140067248,1983,7,28,272,,ENG,
4979,Family Installments : Memories of Growing up Hispanic,"Rivera, Edward",1,Paperback,Penguin Group (USA) Incorporated,9780140067262,1983,8,25,304,,ENG,
4980,"One Fell Soup : Or, I'm Just a Bug on the Windshield of Life","Blount, Roy, Jr.",1,Paperback,Penguin Group (USA) Incorporated,9780140068924,1984,2,07,28,,ENG,
4981,Fools of Fortune,"Trevor, William",1,Paperback,Penguin Group (USA) Incorporated,9780140069822,1984,9,04,24,,ENG,
4982,"Russia : Broken Idols, Solemn Dreams","Shipler, David K.",1,Paperback,Penguin Group (USA) Incorporated,9780140074086,1984,1,06,416,,ENG,
